,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD
2021-09-02 19:00:00+00:00,485.8554992675781,49312.6484375,3779.665771484375,485.8554992675781,49312.6484375,3779.665771484375,486.3416748046875,49429.05859375,3789.656494140625,483.91302490234375,49262.6484375,3771.062744140625,484.6001281738281,49361.6015625,3777.39013671875,0.0,0.0,0.0
2021-09-02 20:00:00+00:00,487.2184143066406,49562.63671875,3810.359619140625,487.2184143066406,49562.63671875,3810.359619140625,487.4858093261719,49603.39453125,3810.359619140625,484.68255615234375,49276.6875,3777.45947265625,486.08349609375,49326.38671875,3782.48681640625,10005248.0,217083904.0,92440576.0
2021-09-02 21:00:00+00:00,489.3387756347656,49810.51953125,3828.654296875,489.3387756347656,49810.51953125,3828.654296875,490.74395751953125,49842.26953125,3830.71142578125,485.88763427734375,49537.81640625,3802.98876953125,486.82501220703125,49562.359375,3808.310791015625,10500096.0,0.0,0.0
2021-09-02 22:00:00+00:00,489.809326171875,49727.734375,3806.84423828125,489.809326171875,49727.734375,3806.84423828125,490.5852355957031,49813.58984375,3829.254638671875,487.68157958984375,49646.58984375,3798.064208984375,489.2712707519531,49813.58984375,3829.254638671875,0.0,18702336.0,0.0
2021-09-03 00:00:00+00:00,475.9911804199219,48617.98046875,3736.035888671875,475.9911804199219,48617.98046875,3736.035888671875,485.4496765136719,49390.30859375,3804.149169921875,475.22589111328125,48605.765625,3731.4990234375,483.756591796875,49288.25,3787.486572265625,0.0,167190528.0,0.0
2021-09-03 01:00:00+00:00,477.9843444824219,48583.64453125,3742.537109375,477.9843444824219,48583.64453125,3742.537109375,478.67303466796875,48706.87890625,3744.55078125,475.3857727050781,48386.0859375,3712.67822265625,476.1709899902344,48590.078125,3732.59033203125,0.0,0.0,0.0
2021-09-03 02:00:00+00:00,483.0843505859375,48990.6796875,3774.1953125,483.0843505859375,48990.6796875,3774.1953125,483.0843505859375,48990.6796875,3775.4228515625,477.43768310546875,48539.33984375,3740.258056640625,477.43768310546875,48568.91796875,3742.393310546875,0.0,693690368.0,102316032.0
2021-09-03 03:00:00+00:00,486.6574401855469,49450.796875,3806.75634765625,486.6574401855469,49450.796875,3806.75634765625,487.2466735839844,49501.17578125,3813.62060546875,482.263427734375,48942.0546875,3768.609619140625,482.9334411621094,48981.5390625,3773.753173828125,0.0,722829312.0,74184704.0
2021-09-03 04:00:00+00:00,488.4433288574219,49718.81640625,3811.165283203125,488.4433288574219,49718.81640625,3811.165283203125,488.54327392578125,49741.7890625,3823.030029296875,485.9615783691406,49420.0625,3801.5771484375,487.0203552246094,49491.8046875,3807.9111328125,0.0,134828032.0,0.0
