,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD
2022-02-04 12:00:00+00:00,377.8139953613281,37966.9375,2838.074951171875,377.8139953613281,37966.9375,2838.074951171875,378.5444030761719,38012.14453125,2841.501708984375,377.61968994140625,37847.82421875,2830.463623046875,377.7391052246094,37860.51953125,2830.5869140625,0,0,0
2022-02-04 13:00:00+00:00,373.6321105957031,37478.67578125,2782.797119140625,373.6321105957031,37478.67578125,2782.797119140625,379.2893371582031,38082.59765625,2846.03369140625,373.6321105957031,37478.67578125,2782.797119140625,377.79583740234375,37965.7109375,2838.058349609375,13283712,381898752,311557120
2022-02-04 14:00:00+00:00,376.5671691894531,37925.49609375,2822.166015625,376.5671691894531,37925.49609375,2822.166015625,377.0542297363281,37925.49609375,2824.624267578125,373.06768798828125,37398.3515625,2771.40234375,373.7957763671875,37480.76953125,2782.260986328125,44631168,733374464,598939648
2022-02-04 15:00:00+00:00,381.9932556152344,39483.7421875,2876.068115234375,381.9932556152344,39483.7421875,2876.068115234375,384.427734375,39624.484375,2906.44873046875,376.2929382324219,37923.49609375,2822.906982421875,376.456787109375,37923.49609375,2822.906982421875,138107520,4199303168,1530360832
2022-02-04 16:00:00+00:00,390.885009765625,40388.10546875,2946.6923828125,390.885009765625,40388.10546875,2946.6923828125,391.2498474121094,40429.5078125,2949.158935546875,382.0596008300781,39487.34765625,2874.17041015625,382.1175231933594,39487.34765625,2875.660888671875,100598272,0,725753856
2022-02-04 17:00:00+00:00,392.64007568359375,40463.0625,2953.79150390625,392.64007568359375,40463.0625,2953.79150390625,392.716796875,40463.0625,2953.79150390625,389.4872741699219,40226.46484375,2933.91064453125,390.92193603515625,40386.48046875,2945.69140625,56806528,900087808,362090496
2022-02-04 18:00:00+00:00,392.7559509277344,40428.4296875,2947.299072265625,392.7559509277344,40428.4296875,2947.299072265625,392.9632263183594,40537.20703125,2956.80615234375,391.2766418457031,40328.17578125,2944.44873046875,392.6423645019531,40468.71875,2953.708740234375,33551872,388270080,177532928
2022-02-04 19:00:00+00:00,395.905517578125,40683.50390625,2954.3662109375,395.905517578125,40683.50390625,2954.3662109375,395.905517578125,40693.73046875,2954.979736328125,392.2181396484375,40399.1875,2936.768798828125,392.7729187011719,40430.6171875,2947.083740234375,37542144,532434944,106973184
2022-02-04 20:00:00+00:00,394.78094482421875,40539.15625,2953.04296875,394.78094482421875,40539.15625,2953.04296875,397.7176818847656,40809.3671875,2969.641845703125,394.5932312011719,40505.3046875,2950.570068359375,395.93927001953125,40685.23828125,2954.47021484375,40553088,396222464,100714496
2022-02-04 21:00:00+00:00,395.7191162109375,40552.5703125,2948.3720703125,395.7191162109375,40552.5703125,2948.3720703125,395.81939697265625,40575.61328125,2953.77197265625,394.74884033203125,40467.7890625,2946.4072265625,394.8323974609375,40542.0625,2953.072021484375,0,0,0
2022-02-04 22:00:00+00:00,395.6886901855469,40627.2109375,2955.48779296875,395.6886901855469,40627.2109375,2955.48779296875,396.1068115234375,40627.6171875,2955.973388671875,394.2934265136719,40438.38671875,2940.092529296875,396.0200500488281,40579.4609375,2951.095458984375,11164672,226234368,101836800
2022-02-04 23:00:00+00:00,399.0709228515625,41508.84375,2983.22509765625,399.0709228515625,41508.84375,2983.22509765625,399.2165222167969,41527.78515625,2983.319580078125,395.6263732910156,40593.94140625,2949.356689453125,395.68829345703125,40626.42578125,2955.301513671875,39578752,1322549248,442609664
2022-02-05 00:00:00+00:00,399.01806640625,41523.69140625,2979.2080078125,399.01806640625,41523.69140625,2979.2080078125,400.9864807128906,41729.42578125,2997.69189453125,398.3846435546875,41420.0078125,2976.344970703125,399.14886474609375,41501.48046875,2984.446044921875,51219072,1158369280,535461888
2022-02-05 01:00:00+00:00,397.41796875,41305.3125,2971.697509765625,397.41796875,41305.3125,2971.697509765625,399.0841064453125,41526.41015625,2983.97119140625,396.9337158203125,41249.0546875,2966.781005859375,399.0841064453125,41526.41015625,2980.452880859375,19076352,275740672,141729792
2022-02-05 02:00:00+00:00,398.756103515625,41388.140625,2995.342041015625,398.756103515625,41388.140625,2995.342041015625,399.1385192871094,41437.5,2999.3896484375,397.36895751953125,41257.52734375,2971.998779296875,397.4664306640625,41305.40234375,2971.998779296875,13925120,21166080,198993920
2022-02-05 03:00:00+00:00,404.6047058105469,41439.65625,2995.450927734375,404.6047058105469,41439.65625,2995.450927734375,404.6047058105469,41449.8203125,3000.542236328125,398.87725830078125,41384.30078125,2989.54052734375,398.87725830078125,41392.91015625,2995.215087890625,48917248,72640512,82497536
2022-02-05 04:00:00+00:00,418.6285705566406,41459.6484375,3013.020263671875,418.6285705566406,41459.6484375,3013.020263671875,418.7235107421875,41633.07421875,3027.9404296875,404.9252624511719,41416.0859375,2995.76806640625,404.9252624511719,41446.18359375,2995.928955078125,202016512,355125248,485390336
