,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD,BNB-USD,BTC-USD,ETH-USD
2021-12-02 19:00:00+00:00,620.79736328125,56766.9609375,4499.6015625,620.79736328125,56766.9609375,4499.6015625,621.3750610351562,56941.44140625,4504.83349609375,618.0924072265625,56563.109375,4476.1123046875,619.434326171875,56696.046875,4479.0390625,0.0,0,0.0
2021-12-02 20:00:00+00:00,622.84619140625,56995.05078125,4534.548828125,622.84619140625,56995.05078125,4534.548828125,623.7272338867188,57239.3359375,4538.4501953125,619.2182006835938,56655.7265625,4479.611328125,620.0142822265625,56721.99609375,4496.73193359375,0.0,0,0.0
2021-12-02 21:00:00+00:00,624.948974609375,56959.9375,4552.05322265625,624.948974609375,56959.9375,4552.05322265625,625.05908203125,57064.59765625,4554.58544921875,621.458740234375,56851.32421875,4523.8388671875,623.0181884765625,57048.5078125,4538.4970703125,0.0,0,0.0
2021-12-02 22:00:00+00:00,624.2108154296875,56907.96875,4547.67431640625,624.2108154296875,56907.96875,4547.67431640625,625.2594604492188,56934.203125,4557.73583984375,622.2080078125,56672.44921875,4527.95556640625,625.0775756835938,56934.203125,4549.24951171875,0.0,0,0.0
2021-12-02 23:00:00+00:00,619.9061889648438,56516.203125,4512.40771484375,619.9061889648438,56516.203125,4512.40771484375,624.1856689453125,56909.33984375,4555.69482421875,619.2711791992188,56448.44921875,4509.0146484375,624.1856689453125,56909.33984375,4546.9990234375,0.0,0,0.0
2021-12-03 00:00:00+00:00,617.7568359375,56629.2734375,4528.48779296875,617.7568359375,56629.2734375,4528.48779296875,620.81982421875,56827.265625,4551.673828125,617.2482299804688,56465.62109375,4513.97314453125,620.2990112304688,56566.66796875,4516.4580078125,0.0,0,0.0
2021-12-03 01:00:00+00:00,614.9933471679688,56570.49609375,4518.56640625,614.9933471679688,56570.49609375,4518.56640625,618.4131469726562,56753.0078125,4538.24755859375,612.5316772460938,56411.80078125,4501.95654296875,616.0819091796875,56582.63671875,4521.55859375,0.0,162922496,0.0
2021-12-03 02:00:00+00:00,611.3106689453125,56258.1328125,4489.74560546875,611.3106689453125,56258.1328125,4489.74560546875,615.8984985351562,56610.5390625,4527.0,610.3473510742188,56218.05859375,4479.611328125,614.3062744140625,56519.36328125,4516.03271484375,0.0,18321408,0.0
2021-12-03 03:00:00+00:00,614.205078125,56409.75390625,4502.38134765625,614.205078125,56409.75390625,4502.38134765625,615.299072265625,56521.0,4522.35498046875,611.0135498046875,56126.15625,4485.46435546875,611.6665649414062,56261.16015625,4490.1630859375,0.0,618389504,0.0
2021-12-03 04:00:00+00:00,615.8515625,56597.83984375,4534.43701171875,615.8515625,56597.83984375,4534.43701171875,617.775146484375,56708.27734375,4541.11474609375,613.518798828125,56337.2265625,4495.6787109375,613.518798828125,56392.328125,4498.21728515625,0.0,0,0.0
2021-12-03 05:00:00+00:00,618.072265625,56797.5546875,4573.1044921875,618.072265625,56797.5546875,4573.1044921875,619.6482543945312,57040.2890625,4577.5673828125,614.7432861328125,56482.94921875,4519.92431640625,615.68115234375,56603.47265625,4533.3759765625,0.0,0,235186176.0
2021-12-03 06:00:00+00:00,620.4672241210938,56899.43359375,4584.19384765625,620.4672241210938,56899.43359375,4584.19384765625,620.9002685546875,56972.515625,4593.41455078125,618.1099853515625,56761.2578125,4563.9091796875,618.2060546875,56802.16796875,4575.03564453125,0.0,0,152817664.0
2021-12-03 07:00:00+00:00,621.7305297851562,56847.921875,4571.8212890625,621.7305297851562,56847.921875,4571.8212890625,622.1898803710938,56972.58984375,4585.17578125,616.90625,56729.59375,4552.72998046875,619.9154663085938,56921.2578125,4585.17578125,0.0,0,0.0
2021-12-03 08:00:00+00:00,620.3783569335938,56638.8203125,4564.09814453125,620.3783569335938,56638.8203125,4564.09814453125,622.6051635742188,56840.28125,4575.1767578125,619.579345703125,56555.7421875,4551.2744140625,622.4415283203125,56840.28125,4573.8935546875,0.0,0,0.0
2021-12-03 09:00:00+00:00,620.97802734375,56868.171875,4584.42041015625,620.97802734375,56868.171875,4584.42041015625,621.051513671875,56868.171875,4584.42041015625,618.3917236328125,56508.8671875,4554.04931640625,620.0238037109375,56652.08203125,4563.87841796875,0.0,0,0.0
